customer_key,customer_name,segment,loyalty_tier,signup_date,geography_key
1018,Amara Garcia,Consumer,Platinum,2024-06-22,17
1019,Sandra Jones,Small Business,None,2024-11-20,6
1020,Thomas Brown,Enterprise,Silver,2024-02-15,21
1021,Sarah White,Consumer,Gold,2025-03-16,24
1022,Sofia Clark,Consumer,Gold,2025-06-13,17
1023,Christopher White,Consumer,Gold,2024-06-03,32
1024,Mark Johnson,Consumer,None,2024-06-01,13
1025,Priya Rodriguez,Consumer,Platinum,2025-04-23,11
1026,Wei Johnson,Enterprise,Silver,2024-12-31,29
1027,Sandra Thomas,Consumer,None,2024-05-31,8
1028,Charles Garcia,Small Business,Silver,2025-06-04,11
1029,Amara Miller,Small Business,None,2025-06-22,1
1030,John Davis,Consumer,None,2025-11-24,32
1031,Charles Perez,Consumer,Gold,2025-02-07,8
1032,Michael Clark,Consumer,Silver,2024-06-06,21
1033,Priya Anderson,Small Business,None,2025-08-31,18
1034,Robert Lee,Enterprise,Platinum,2024-11-28,29
1035,Yuki Jones,Small Business,None,2024-02-19,14
1036,Patricia White,Enterprise,None,2025-07-14,5
1037,Betty Rodriguez,Enterprise,Gold,2024-09-02,12
1038,Jennifer Smith,Consumer,None,2024-06-15,14
1039,Elizabeth Brown,Small Business,Silver,2025-05-17,20
1040,Karen Lewis,Small Business,Gold,2025-01-02,9
1041,Fatima Miller,Small Business,Silver,2025-04-01,32
1042,Yuki Martin,Small Business,Gold,2024-04-02,28
1043,Sofia Garcia,Consumer,None,2025-10-07,28
1044,Nancy Anderson,Small Business,None,2025-10-25,15
1045,Wei Taylor,Consumer,None,2024-03-26,34
1046,Priya Martinez,Small Business,None,2024-05-10,10
1047,Jessica Taylor,Consumer,Silver,2024-10-29,28
1048,Robert Taylor,Consumer,None,2025-06-06,7
1049,Yuki Clark,Consumer,None,2024-12-29,17
1050,Fatima Smith,Consumer,Gold,2025-11-08,8
1051,Betty Johnson,Small Business,None,2025-03-02,6
1052,Amara White,Consumer,Gold,2025-11-17,30
1053,Nancy Robinson,Consumer,Silver,2024-08-04,12
1054,Liam Rodriguez,Consumer,None,2025-03-20,7
1055,Linda Smith,Consumer,Silver,2025-11-02,11
1056,Liam White,Consumer,Platinum,2024-11-06,32
1057,Lisa Thompson,Consumer,None,2024-11-05,26
1058,Richard Brown,Small Business,None,2024-07-11,2
1059,Elizabeth Lee,Small Business,Gold,2025-03-22,16
1060,Aisha Miller,Small Business,None,2024-11-04,6
1061,Margaret Smith,Enterprise,Silver,2024-06-19,8
1062,Mark Thomas,Small Business,Silver,2024-01-21,31
1063,Richard Martinez,Consumer,None,2024-02-22,26
1064,Margaret Wilson,Consumer,Silver,2025-08-15,32
1065,Charles Johnson,Consumer,Silver,2025-02-13,32
1066,Sofia Robinson,Small Business,Silver,2024-08-25,32
1067,Margaret Jackson,Consumer,Gold,2025-07-20,21
1068,Anthony Lewis,Consumer,Platinum,2024-04-29,31
1069,Daniel Anderson,Consumer,Silver,2024-01-22,28
1070,Priya Lopez,Consumer,Silver,2024-08-25,29
1071,Nancy Robinson,Small Business,Silver,2024-05-14,30
1072,Matthew Wilson,Small Business,Gold,2025-04-28,24
1073,Sofia Miller,Small Business,None,2024-03-29,19
1074,Richard Garcia,Small Business,Platinum,2024-04-13,32
1075,Wei Martinez,Consumer,Platinum,2024-08-02,16
1076,Daniel Lewis,Small Business,None,2024-12-31,17
1077,Fatima Johnson,Consumer,Silver,2024-12-11,5
1078,Linda Moore,Consumer,None,2025-05-13,15
1079,Daniel Harris,Consumer,None,2025-07-24,3
1080,Fatima Martin,Enterprise,None,2024-02-21,7
1081,Sandra Clark,Small Business,Silver,2024-04-18,8
1082,Michael Clark,Consumer,Silver,2025-06-03,3
1083,Susan Robinson,Small Business,Silver,2024-06-09,24
1084,Fatima Thomas,Consumer,None,2024-06-06,7
1085,David Brown,Enterprise,Gold,2025-03-25,13
1086,James Davis,Consumer,None,2024-12-15,31
1087,Sarah Lopez,Consumer,None,2025-01-04,27
1088,Carlos Wilson,Small Business,None,2024-05-21,15
1089,Anthony Lewis,Small Business,None,2025-06-12,30
1090,Mary Anderson,Small Business,Silver,2024-01-11,10
1091,John Williams,Consumer,Gold,2024-11-18,22
1092,Margaret Johnson,Small Business,Silver,2024-02-07,26
1093,Yuki Johnson,Consumer,Gold,2024-10-29,34
1094,Diego Ramirez,Enterprise,None,2024-11-17,20
1095,Sarah Lewis,Enterprise,Silver,2025-09-17,34
1096,Mark Lee,Consumer,Silver,2025-07-11,14
1097,Mark Thompson,Consumer,None,2025-10-26,23
1098,Karen Williams,Consumer,Silver,2025-07-04,3
1099,David Taylor,Consumer,Silver,2024-08-06,19
1100,Carlos Hernandez,Consumer,Gold,2024-01-24,11
1101,Amara Rodriguez,Small Business,Platinum,2024-11-07,16
1102,Linda White,Consumer,Silver,2025-01-16,4
1103,Linda Johnson,Consumer,Silver,2025-04-04,8
1104,Sandra Hernandez,Consumer,Gold,2025-08-18,16
1105,Aisha Ramirez,Consumer,Silver,2024-12-24,15
1106,Yuki Perez,Consumer,None,2025-01-21,9
1107,Christopher Taylor,Consumer,None,2025-01-04,13
1108,Margaret Clark,Consumer,None,2024-03-24,27
1109,David Thomas,Consumer,Silver,2025-04-01,14
1110,Betty Jackson,Small Business,Silver,2025-02-08,34
1111,Margaret Anderson,Small Business,None,2025-03-02,32
1112,David Thomas,Enterprise,Silver,2024-05-12,30
1113,Carlos Brown,Consumer,Silver,2025-04-11,14
1114,Diego Lopez,Small Business,None,2025-09-08,8
1115,Lisa Jackson,Consumer,None,2024-02-11,19
1116,Karen Lopez,Consumer,Gold,2024-10-28,20
1117,Elizabeth Sanchez,Enterprise,None,2024-02-19,27
1118,Charles Miller,Consumer,Silver,2025-05-15,12
1119,John Ramirez,Consumer,None,2025-03-03,3
1120,Mark Lewis,Consumer,Silver,2025-01-21,22
1121,Liam Jones,Consumer,Gold,2025-05-31,9
1122,Mark Jones,Small Business,Silver,2024-04-01,21
1123,Anthony Gonzalez,Consumer,None,2025-02-08,15
1124,Mark White,Consumer,None,2025-10-23,18
1125,Mary Jackson,Consumer,Silver,2025-07-28,20
1126,Jennifer Miller,Consumer,Gold,2025-08-06,4
1127,Fatima Lewis,Small Business,Silver,2024-05-03,2
1128,Mary Rodriguez,Small Business,Gold,2024-09-08,14
1129,Amara Anderson,Consumer,None,2025-06-30,6
1130,Robert Thomas,Consumer,None,2024-12-14,2
1131,Carlos Hernandez,Consumer,Platinum,2024-09-20,25
1132,Aisha Garcia,Consumer,Gold,2024-05-27,19
1133,Elizabeth Martinez,Consumer,Silver,2025-11-25,27
1134,Christopher Garcia,Consumer,None,2024-02-29,2
1135,Elizabeth Wilson,Consumer,Gold,2024-09-21,21
1136,Linda Johnson,Small Business,Silver,2024-09-02,13
1137,Wei Taylor,Enterprise,None,2025-01-29,33
1138,Christopher Anderson,Consumer,None,2024-03-08,27
1139,Joseph Robinson,Consumer,Silver,2024-10-02,2
1140,Michael Davis,Consumer,None,2024-11-07,9
1141,Fatima Miller,Consumer,None,2025-01-17,10
1142,Jessica Moore,Consumer,None,2025-07-22,28
1143,Sandra Clark,Enterprise,None,2025-10-30,19
1144,Priya Rodriguez,Consumer,None,2025-11-27,17
1145,Susan Jackson,Consumer,Silver,2024-10-15,33
1146,Yuki Williams,Consumer,None,2024-04-01,20
1147,David White,Consumer,Silver,2025-03-18,18
1148,Christopher Lewis,Consumer,Gold,2025-10-12,22
1149,Mark Rodriguez,Enterprise,None,2025-11-09,16
1150,Sandra Martin,Enterprise,None,2024-01-17,22
1151,James Martin,Enterprise,Silver,2024-01-05,31
1152,Anthony Moore,Consumer,Gold,2025-02-06,32
1153,John Moore,Consumer,None,2025-11-18,2
1154,Matthew Clark,Consumer,Gold,2025-01-31,23
1155,James Brown,Enterprise,None,2025-01-14,30
1156,Joseph White,Small Business,Silver,2024-10-14,2
1157,Richard Williams,Consumer,Silver,2024-08-14,20
1158,Lisa Johnson,Enterprise,Silver,2025-05-19,18
1159,Susan Smith,Consumer,Gold,2025-10-15,13
1160,Yuki Taylor,Consumer,Silver,2024-06-23,32
1161,Yuki Perez,Consumer,Silver,2024-03-07,12
1162,David Rodriguez,Small Business,None,2025-06-19,15
1163,Mary Thompson,Consumer,Silver,2025-11-28,17
1164,Margaret Lee,Consumer,Platinum,2024-11-26,4
1165,Sarah Brown,Consumer,Silver,2025-04-22,34
1166,Robert Lewis,Consumer,None,2024-02-18,15
1167,Mark Hernandez,Consumer,None,2025-02-05,1
1168,Yuki Sanchez,Enterprise,None,2024-08-19,2
1169,John Robinson,Consumer,None,2024-07-20,16
1170,Michael Smith,Small Business,Silver,2025-03-18,31
1171,Nancy Clark,Consumer,None,2024-09-10,17
1172,Nancy Clark,Consumer,None,2024-12-07,4
1173,John Harris,Consumer,Silver,2024-04-07,29
1174,Jennifer Johnson,Consumer,Gold,2025-01-21,3
1175,John Sanchez,Enterprise,None,2024-03-04,9
1176,Karen Martin,Consumer,None,2024-03-08,28
1177,Patricia Martinez,Consumer,Gold,2025-02-15,25
1178,Joseph Ramirez,Consumer,Gold,2025-04-09,1
1179,Sofia Martin,Small Business,Silver,2024-12-13,7
1180,Mary Anderson,Consumer,None,2024-12-02,34
1181,James Martin,Small Business,None,2025-08-30,5
1182,Yuki Jones,Consumer,Silver,2024-09-19,33
1183,Sofia Anderson,Consumer,None,2024-09-05,12
1184,David Martinez,Enterprise,Gold,2025-06-09,28
1185,Karen Jackson,Consumer,Silver,2024-05-30,10
1186,Charles Lopez,Consumer,Silver,2025-06-14,1
1187,Patricia Davis,Small Business,None,2025-07-26,33
1188,Richard Miller,Consumer,Silver,2024-03-11,13
1189,Sandra Martin,Consumer,None,2025-08-15,22
1190,Karen Wilson,Consumer,Gold,2024-06-15,22
1191,Robert Thomas,Consumer,Silver,2024-01-04,15
1192,Sandra Martin,Consumer,Gold,2024-09-01,14
1193,Nancy Sanchez,Consumer,Gold,2024-07-29,25
1194,James Lopez,Consumer,Silver,2024-03-16,1
1195,Elizabeth Martinez,Consumer,Gold,2024-07-18,29
1196,Lisa Johnson,Consumer,None,2024-07-22,2
1197,Thomas White,Small Business,None,2024-12-13,12
1198,Richard Smith,Enterprise,None,2024-09-25,12
1199,David Gonzalez,Enterprise,None,2024-12-12,8
1200,Jessica Lopez,Consumer,Silver,2025-11-07,24
1201,Sofia Lewis,Consumer,Gold,2024-03-07,28
1202,David Sanchez,Consumer,Silver,2024-07-15,13
1203,Christopher Martin,Consumer,None,2025-10-13,28
1204,Sofia Jackson,Consumer,None,2025-07-02,13
1205,Jessica Johnson,Small Business,Platinum,2024-05-09,18
1206,Wei Miller,Small Business,Silver,2025-04-26,6
1207,William Taylor,Small Business,None,2025-10-22,25
1208,Carlos Anderson,Small Business,Silver,2024-11-25,12
1209,Priya Thompson,Consumer,None,2025-04-30,32
1210,Amara Lee,Consumer,None,2024-07-31,3
1211,Jessica Gonzalez,Consumer,None,2024-11-09,14
1212,William Robinson,Consumer,None,2024-09-17,24
1213,Jennifer Martinez,Consumer,Silver,2025-06-15,29
1214,Sandra Taylor,Consumer,None,2025-03-12,22
1215,Lisa Sanchez,Consumer,None,2024-11-20,32
1216,Mark Davis,Consumer,Gold,2025-10-22,17
1217,Charles Clark,Consumer,None,2025-06-09,33
1218,Sarah Robinson,Consumer,None,2024-04-10,15
1219,Aisha Miller,Small Business,None,2024-07-20,22
1220,Sarah Miller,Enterprise,None,2025-07-10,9
1221,Karen Martinez,Enterprise,Gold,2025-02-17,23
1222,James Thomas,Small Business,None,2024-06-01,33
1223,Susan Thomas,Consumer,Silver,2025-06-12,15
1224,Sandra White,Small Business,None,2024-12-14,30
1225,Richard Wilson,Consumer,Gold,2024-08-02,27
1226,Mary Lopez,Small Business,None,2025-08-14,9
1227,James Thomas,Consumer,None,2024-12-13,23
1228,Betty Harris,Consumer,Silver,2024-11-29,20
1229,Robert Robinson,Enterprise,Platinum,2024-06-06,9
1230,Yuki Lee,Consumer,None,2025-01-25,26
1231,Aisha Gonzalez,Consumer,Silver,2025-05-01,13
1232,Mark Lee,Consumer,Silver,2024-04-05,20
1233,Barbara Johnson,Consumer,None,2024-01-28,32
1234,Matthew Martinez,Consumer,Silver,2024-08-26,14
1235,Sandra Johnson,Consumer,None,2025-06-14,24
1236,Anthony Gonzalez,Consumer,None,2024-04-23,11
1237,John Gonzalez,Small Business,None,2024-05-13,14
1238,Priya Garcia,Consumer,Silver,2025-08-24,20
1239,Sandra Rodriguez,Enterprise,None,2024-01-08,13
1240,Betty Martin,Consumer,Silver,2025-06-22,16
1241,Wei Anderson,Consumer,None,2025-08-12,30
1242,Sandra Lopez,Consumer,Gold,2025-02-04,20
1243,Barbara Wilson,Small Business,Silver,2024-07-02,16
1244,Sandra Gonzalez,Consumer,Silver,2025-08-05,12
1245,Robert Davis,Small Business,Silver,2024-10-07,11
1246,John Thompson,Consumer,Gold,2025-05-20,14
1247,Linda Lopez,Consumer,Gold,2024-04-17,5
1248,Anthony Anderson,Consumer,None,2024-09-15,11
1249,Mary Williams,Consumer,None,2025-01-25,30
1250,Richard Gonzalez,Consumer,Silver,2024-01-11,3
1251,David Hernandez,Consumer,None,2025-05-11,30
1252,Jessica Thompson,Consumer,None,2024-05-23,29
1253,William Garcia,Consumer,None,2025-09-13,2
1254,Aisha White,Consumer,Gold,2024-06-21,26
1255,Sarah Jones,Consumer,Silver,2025-01-01,29
1256,Aisha Miller,Small Business,Gold,2024-02-18,29
1257,Michael Gonzalez,Consumer,None,2025-03-30,20
1258,Matthew Harris,Consumer,None,2024-09-12,13
1259,Jennifer Smith,Enterprise,None,2024-01-29,27
1260,Richard Perez,Enterprise,None,2024-08-13,5
1261,William White,Consumer,None,2024-02-15,11
1262,Christopher Hernandez,Consumer,Silver,2025-10-01,13
1263,Margaret Brown,Consumer,None,2024-08-06,15
1264,James Gonzalez,Consumer,Silver,2024-01-13,21
1265,John Perez,Consumer,None,2025-10-27,18
1266,Susan Wilson,Consumer,Platinum,2025-09-05,20
1267,Aisha Sanchez,Enterprise,Silver,2024-09-14,11
1268,Matthew Perez,Consumer,Gold,2024-12-06,9
1269,Christopher Ramirez,Consumer,Silver,2024-03-10,31
1270,Amara Anderson,Consumer,None,2025-06-07,25
1271,Amara Thompson,Consumer,Gold,2024-08-26,1
1272,Linda Martinez,Small Business,Silver,2025-03-14,16
1273,Patricia Jones,Consumer,None,2025-05-25,24
1274,Susan Lee,Enterprise,Silver,2024-08-31,3
1275,Mark White,Consumer,Silver,2024-05-17,22
1276,Robert Taylor,Small Business,Gold,2025-10-25,27
1277,Joseph Ramirez,Consumer,Silver,2024-12-16,22
1278,Jessica Sanchez,Small Business,Silver,2025-09-14,15
1279,Barbara Anderson,Small Business,None,2024-03-07,1
1280,Richard Johnson,Consumer,None,2024-07-28,10
1281,Diego Clark,Consumer,None,2024-08-29,14
1282,Sandra Martinez,Consumer,None,2024-07-21,11
1283,Jessica Martinez,Consumer,Silver,2025-08-13,19
1284,Sarah Ramirez,Enterprise,None,2024-03-22,31
1285,Matthew Garcia,Consumer,Silver,2025-03-27,31
1286,Margaret Harris,Consumer,None,2025-05-08,10
1287,Jennifer Harris,Consumer,Silver,2025-09-01,20
1288,Barbara Rodriguez,Consumer,None,2025-04-19,25
1289,Diego Martin,Consumer,Silver,2024-03-14,31
1290,Richard Jones,Consumer,Silver,2024-01-05,13
1291,Lisa Thomas,Enterprise,Platinum,2025-03-01,26
1292,Lisa Gonzalez,Consumer,Silver,2024-11-11,32
1293,Anthony Lewis,Consumer,Silver,2024-05-07,3
1294,Richard Harris,Small Business,Gold,2024-09-18,28
1295,Daniel Taylor,Small Business,Silver,2025-10-12,32
1296,Matthew Robinson,Consumer,None,2024-09-09,28
1297,Lisa Lee,Consumer,None,2025-11-12,2
1298,Sandra Perez,Consumer,Silver,2024-09-17,10
1299,William Smith,Consumer,Gold,2024-04-04,8
1300,Betty Thompson,Enterprise,Gold,2025-06-14,6
1301,William Clark,Small Business,Silver,2024-09-15,28
1302,Aisha Perez,Consumer,None,2025-08-23,25
1303,Jennifer Brown,Consumer,None,2024-05-26,23
1304,Betty Thompson,Enterprise,Gold,2024-01-07,20
1305,James Brown,Consumer,Silver,2025-03-03,5
1306,Margaret Garcia,Consumer,None,2025-01-18,12
1307,Wei Garcia,Consumer,Gold,2024-04-22,33
1308,Barbara Miller,Small Business,None,2024-07-06,4
1309,Anthony Anderson,Consumer,None,2025-10-13,7
1310,Matthew Brown,Consumer,Silver,2024-03-06,18
1311,Priya Thomas,Consumer,Gold,2024-01-10,7
1312,James Perez,Consumer,Gold,2024-04-09,3
1313,Matthew Martin,Enterprise,Silver,2024-09-29,34
1314,Nancy Martin,Consumer,Gold,2024-12-10,28
1315,Christopher Clark,Small Business,None,2025-01-04,16
1316,Patricia Lopez,Consumer,Gold,2024-04-12,22
1317,Betty White,Consumer,Gold,2024-01-27,9
1318,Sarah Thompson,Consumer,Silver,2025-01-12,16
1319,Priya Taylor,Consumer,Platinum,2025-11-07,27
1320,Christopher Smith,Enterprise,Silver,2024-02-16,24
1321,Mark Davis,Small Business,Gold,2025-02-13,32
1322,Daniel Wilson,Small Business,Gold,2025-11-05,31
1323,Matthew Martinez,Small Business,Gold,2024-05-26,13
1324,Fatima Johnson,Small Business,None,2025-05-24,9
1325,Diego Ramirez,Small Business,Platinum,2024-06-21,30
1326,Priya Perez,Consumer,Gold,2024-09-06,16
1327,Jennifer Brown,Consumer,Gold,2024-01-30,28
1328,Matthew Harris,Small Business,Silver,2024-08-13,18
1329,Linda Perez,Consumer,Silver,2025-07-01,9
1330,Nancy Ramirez,Small Business,Silver,2025-08-12,15
1331,Nancy Gonzalez,Consumer,Silver,2025-10-31,25
1332,Margaret Sanchez,Consumer,None,2024-08-16,15
1333,Linda Williams,Enterprise,Silver,2025-08-29,22
1334,Linda Jackson,Small Business,Platinum,2024-05-10,24
1335,Yuki White,Consumer,Silver,2024-11-14,1
1336,Matthew Wilson,Small Business,Platinum,2025-01-08,21
1337,David Taylor,Consumer,Silver,2024-04-19,15
1338,Sandra Hernandez,Small Business,Silver,2024-10-30,10
1339,Sandra Jones,Small Business,Gold,2024-05-29,19
1340,Robert Martin,Consumer,Silver,2024-11-12,21
1341,Sarah Ramirez,Small Business,Silver,2025-10-08,31
1342,Matthew Johnson,Small Business,None,2024-06-05,22
1343,Joseph Thompson,Small Business,Silver,2024-07-02,4
1344,Karen Clark,Consumer,None,2024-01-23,11
1345,Priya Lopez,Consumer,Silver,2025-02-04,26
1346,Charles Thompson,Consumer,None,2025-07-15,13
1347,Amara Ramirez,Consumer,None,2024-11-07,4
1348,David Anderson,Small Business,None,2024-10-25,31
1349,Richard White,Small Business,Silver,2025-01-05,1
1350,Elizabeth Gonzalez,Small Business,Gold,2025-11-26,28
1351,Michael Lopez,Enterprise,None,2024-07-02,31
1352,Fatima Lee,Consumer,None,2025-08-30,22
1353,Betty Davis,Consumer,Silver,2024-05-01,3
1354,Liam Garcia,Small Business,Gold,2025-11-17,25
1355,Matthew Rodriguez,Consumer,None,2025-01-11,29
1356,Linda Thomas,Consumer,Silver,2024-08-18,33
1357,Yuki Thomas,Small Business,None,2024-04-06,18
1358,Priya Lee,Consumer,None,2024-11-01,28
1359,John Thompson,Small Business,None,2025-02-19,12
1360,Diego Clark,Consumer,Gold,2025-05-15,34
1361,Aisha Thompson,Enterprise,Gold,2024-07-31,8
1362,Barbara Ramirez,Consumer,Gold,2024-01-06,12
1363,Linda Johnson,Consumer,None,2025-08-11,9
1364,Diego Rodriguez,Enterprise,Silver,2024-03-27,3
1365,Lisa Moore,Enterprise,Silver,2025-03-09,11
1366,Jessica Martinez,Enterprise,None,2025-06-15,3
1367,Aisha Anderson,Consumer,None,2025-08-13,9
1368,Daniel Martin,Small Business,Silver,2024-08-02,33
1369,Robert Davis,Consumer,Gold,2024-07-11,3
1370,Susan Jones,Consumer,None,2025-08-28,14
1371,Sofia Wilson,Consumer,None,2025-07-17,5
1372,William Gonzalez,Enterprise,Silver,2024-03-26,30
1373,Elizabeth Moore,Consumer,None,2024-03-13,14
1374,Richard Thompson,Small Business,Gold,2025-07-31,24
1375,Liam Garcia,Consumer,Gold,2024-06-06,27
1376,Matthew Smith,Consumer,Silver,2024-03-20,16
1377,Diego Wilson,Consumer,None,2024-12-03,5
1378,Nancy Harris,Small Business,None,2024-05-29,18
1379,James Brown,Consumer,None,2024-08-15,25
1380,Linda Garcia,Consumer,Gold,2024-11-09,34
1381,Michael Taylor,Small Business,Silver,2025-08-08,23
1382,Liam Brown,Consumer,Gold,2024-06-23,4
1383,Barbara Lopez,Consumer,None,2025-05-03,26
1384,Fatima Thompson,Consumer,None,2025-11-04,10
1385,Sarah Johnson,Small Business,None,2024-09-12,24
1386,Sandra Garcia,Small Business,Silver,2024-12-28,29
1387,Sarah Wilson,Consumer,Gold,2024-08-22,34
1388,Karen Wilson,Consumer,None,2024-04-02,21
1389,Jessica Williams,Consumer,Silver,2025-08-12,11
1390,Diego Robinson,Enterprise,None,2024-01-11,32
1391,Fatima Robinson,Consumer,Silver,2025-05-06,9
1392,Aisha Thompson,Consumer,None,2025-02-19,8
1393,James Thompson,Small Business,None,2025-07-01,28
1394,Carlos Perez,Consumer,None,2025-09-13,3
1395,Carlos Lewis,Consumer,Gold,2024-06-28,15
1396,Fatima Lopez,Consumer,None,2025-03-08,4
1397,Linda Hernandez,Small Business,Gold,2025-07-06,16
1398,Charles Martinez,Consumer,None,2024-10-27,31
1399,Yuki Gonzalez,Enterprise,Platinum,2024-11-08,14
1400,Fatima Clark,Small Business,Gold,2025-04-19,3
1401,Patricia Lopez,Consumer,None,2025-09-22,1
1402,Michael Smith,Consumer,None,2024-07-09,23
1403,Margaret Thomas,Consumer,Gold,2024-03-27,13
1404,Anthony Brown,Consumer,Silver,2024-01-08,32
1405,Joseph Thomas,Consumer,None,2025-01-18,26
1406,Barbara Moore,Enterprise,Silver,2024-04-21,18
1407,Mark Garcia,Small Business,None,2024-12-28,9
1408,Richard Brown,Consumer,None,2024-10-18,13
1409,Nancy Lewis,Small Business,Platinum,2024-06-13,3
1410,Sarah Brown,Consumer,Gold,2025-05-15,27
1411,David Hernandez,Small Business,Silver,2025-05-28,26
1412,Matthew Jones,Small Business,None,2024-04-20,8
1413,Daniel Taylor,Consumer,Silver,2025-12-01,1
1414,Nancy Wilson,Consumer,None,2025-03-20,1
1415,Jennifer Harris,Consumer,Silver,2024-09-10,28
1416,Barbara Davis,Small Business,Platinum,2024-04-27,18
1417,Jessica Perez,Consumer,Gold,2024-07-22,28
1418,Michael Thompson,Consumer,Platinum,2025-09-17,33
1419,Amara Lee,Consumer,None,2024-08-22,10
1420,Sarah Miller,Consumer,None,2025-03-12,10
1421,Patricia Gonzalez,Consumer,Silver,2025-06-21,27
1422,Joseph Davis,Consumer,Silver,2025-03-12,22
1423,Patricia Martinez,Consumer,Platinum,2024-10-02,8
1424,Anthony Davis,Consumer,None,2024-02-18,21
1425,Christopher Miller,Consumer,Silver,2025-04-28,19
1426,Margaret Garcia,Consumer,None,2025-05-18,17
1427,Michael Perez,Consumer,Gold,2025-11-30,1
1428,Nancy Lopez,Consumer,None,2025-08-26,24
1429,Sarah Miller,Small Business,None,2024-03-30,25
1430,Liam Brown,Enterprise,Gold,2025-08-23,3
1431,Richard Miller,Consumer,Silver,2024-04-11,29
1432,Nancy Martinez,Consumer,None,2024-07-25,31
1433,David Miller,Small Business,Gold,2025-07-17,27
1434,Diego Lopez,Consumer,None,2025-04-04,24
1435,Margaret Williams,Consumer,Platinum,2025-03-05,31
1436,Mary Garcia,Consumer,Platinum,2024-05-12,18
1437,Patricia Sanchez,Consumer,Silver,2025-02-11,13
1438,Fatima Williams,Small Business,None,2025-03-24,11
1439,Matthew Gonzalez,Consumer,None,2024-07-30,18
1440,Susan Jackson,Consumer,Silver,2025-06-09,1
1441,Carlos Rodriguez,Consumer,None,2024-08-13,20
1442,Linda Garcia,Consumer,None,2024-02-16,15
1443,Elizabeth Lewis,Consumer,Gold,2024-05-16,18
1444,Jessica Clark,Consumer,Silver,2025-07-01,14
1445,Liam Lopez,Enterprise,Gold,2024-03-26,21
1446,Thomas White,Small Business,None,2025-02-22,9
1447,Patricia Lee,Consumer,Platinum,2024-12-30,1
1448,Barbara Rodriguez,Small Business,Gold,2025-07-04,2
1449,Amara Brown,Consumer,Silver,2025-10-31,25
1450,Liam Moore,Consumer,None,2025-03-28,14
1451,Amara Lee,Consumer,Silver,2024-06-08,26
1452,Margaret Lopez,Consumer,None,2025-05-05,10
1453,Barbara Clark,Consumer,Platinum,2024-07-12,12
1454,Barbara Lee,Consumer,Gold,2024-01-22,19
1455,Betty Perez,Consumer,None,2024-03-12,13
1456,Sandra Robinson,Small Business,None,2024-04-12,26
1457,James Martin,Consumer,None,2025-01-21,7
1458,James Harris,Consumer,None,2024-05-15,3
1459,Elizabeth Lee,Enterprise,None,2024-01-10,1
1460,Nancy Ramirez,Consumer,Gold,2024-07-26,6
1461,Mark Clark,Consumer,None,2024-11-10,11
1462,Patricia Moore,Consumer,None,2025-10-04,18
1463,Robert Brown,Consumer,Gold,2024-04-15,19
1464,Elizabeth Smith,Consumer,None,2024-01-25,15
1465,Daniel Lee,Enterprise,Silver,2024-08-19,19
1466,Linda Thomas,Consumer,Platinum,2024-04-22,11
1467,Charles Lopez,Consumer,None,2025-09-22,5
1468,Jennifer Lewis,Consumer,None,2025-09-11,3
1469,Nancy Martin,Consumer,Gold,2025-11-26,12
1470,Karen Martin,Small Business,None,2024-12-22,19
1471,Wei Perez,Small Business,Silver,2024-09-28,24
1472,John Sanchez,Small Business,None,2024-06-01,1
1473,Elizabeth Gonzalez,Small Business,None,2025-05-04,29
1474,Margaret White,Consumer,Platinum,2024-05-28,18
1475,Barbara Harris,Consumer,None,2024-12-27,25
1476,Anthony Martin,Small Business,Silver,2024-05-21,22
1477,Jessica Gonzalez,Consumer,Silver,2025-07-16,27
1478,Aisha Moore,Consumer,Silver,2025-01-28,15
1479,Carlos Jackson,Consumer,None,2024-03-30,15
1480,Mary Lopez,Enterprise,None,2024-05-16,31
1481,Daniel Lopez,Consumer,Gold,2024-10-28,9
1482,Diego Robinson,Consumer,None,2024-09-05,27
1483,David Brown,Small Business,Silver,2025-01-21,10
1484,Margaret Lopez,Small Business,None,2024-04-18,4
1485,Liam Ramirez,Consumer,None,2024-01-31,11
1486,Jessica Williams,Small Business,None,2025-08-05,1
1487,Barbara Thomas,Small Business,None,2025-06-24,9
1488,Anthony White,Small Business,Silver,2025-03-30,22
1489,Charles Brown,Small Business,None,2024-03-02,10
1490,Barbara Taylor,Consumer,None,2024-01-12,11
1491,Sandra Moore,Consumer,Silver,2025-08-08,17
1492,Margaret Robinson,Enterprise,Silver,2024-10-05,11
1493,David White,Consumer,None,2025-02-14,14
1494,Barbara Clark,Consumer,Silver,2025-04-24,5
1495,Betty Clark,Consumer,None,2024-06-17,25
1496,Margaret Miller,Consumer,None,2024-04-21,18
1497,Nancy Smith,Consumer,None,2024-10-15,16
1498,Susan Martin,Consumer,None,2024-11-12,1
1499,Robert Davis,Enterprise,Silver,2024-03-28,18
1500,Yuki Sanchez,Consumer,None,2024-02-16,31
1501,Karen Smith,Enterprise,Silver,2024-10-16,23
1502,Christopher Harris,Enterprise,Silver,2024-12-30,26
1503,Michael Hernandez,Consumer,Gold,2025-05-30,27
1504,Elizabeth Smith,Consumer,Gold,2025-05-03,25
1505,Charles Garcia,Consumer,Gold,2025-11-29,10
1506,Jennifer Thompson,Small Business,Silver,2024-08-08,15
1507,William Taylor,Small Business,Platinum,2025-09-15,34
1508,Nancy Anderson,Consumer,Silver,2024-12-13,9
